City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
478,baikonur,45.6167,45.6167,25.64,48,82,7.05,KZ,1691388684
479,bayanhongor,46.7167,46.7167,21.22,30,37,3.67,MN,1691388685
480,broken hill,-31.95,-31.95,14.8,42,36,4.53,AU,1691388556
481,laascaanood,8.4774,8.4774,26.16,52,13,15.99,SO,1691388686
482,bonthe,7.5264,7.5264,25.3,84,100,3.29,SL,1691388687
483,harar,9.3094,9.3094,17.99,65,65,4.3,ET,1691388688
484,cabo san lucas,22.8909,22.8909,28.12,78,99,0.82,MX,1691388688
485,boyolangu,-8.1181,-8.1181,29.43,100,69,5.15,ID,1691388689
486,minab,27.1467,27.1467,37.78,39,12,2.96,IR,1691388689
487,harstad,68.799,68.799,16.0,96,100,0.89,NO,1691388690
488,mont-laurier,46.5501,46.5501,13.79,66,100,1.18,CA,1691388691
489,makushino,55.2103,55.2103,26.22,38,41,4.47,RU,1691388691
490,chemin grenier,-20.4872,-20.4872,23.77,58,60,7.4,MU,1691388692
491,tidjikja,18.5564,18.5564,27.63,52,73,7.52,MR,1691388693
492,novodvinsk,64.4165,64.4165,17.82,65,71,2.72,RU,1691388693
493,al khums,32.6486,32.6486,26.4,63,0,4.51,LY,1691388694
494,ibiza,38.9088,38.9088,25.52,75,40,6.17,ES,1691388479
495,franklin,39.9667,39.9667,21.69,87,0,2.06,US,1691388695
496,rikaze,29.25,29.25,21.97,34,51,1.24,CN,1691388409
497,chibougamau,49.9168,49.9168,12.24,90,36,1.12,CA,1691388696
498,hanzhong,33.0728,33.0728,27.98,78,95,0.41,CN,1691388697
499,tadmur,34.5608,34.5608,30.64,20,0,7.41,SY,1691388698
500,seabra,-12.4186,-12.4186,14.3,98,30,1.25,BR,1691388698
501,mariinsk,56.2139,56.2139,24.18,37,74,0.29,RU,1691388699
502,san fernando,15.0286,15.0286,33.85,62,82,6.67,PH,1691388699
503,kanuru,16.2858,16.2858,31.45,60,99,7.01,IN,1691388700
504,mendoza,-32.8908,-32.8908,10.6,30,1,1.04,AR,1691388559
505,impfondo,1.6381,1.6381,21.54,98,100,1.54,CG,1691388701
506,tomatlan,19.9333,19.9333,23.05,97,100,2.05,MX,1691388702
507,sohar,24.3643,24.3643,36.75,51,71,2.48,OM,1691388703
508,fortuna,40.5982,40.5982,16.31,94,100,2.57,US,1691388703
509,tazacorte,28.629,28.629,20.54,68,20,2.57,ES,1691388704
510,gamay,12.3854,12.3854,33.52,52,60,4.72,PH,1691388705
511,chingirlau,51.095,51.095,27.77,38,1,6.01,KZ,1691388706
512,huanta,-12.9333,-12.9333,10.82,73,34,1.51,PE,1691388706
513,coxen hole,16.3244,16.3244,27.6,89,40,2.06,HN,1691388707
514,san ignacio,17.1561,17.1561,23.87,98,20,1.12,BZ,1691388708
515,crane,31.3974,31.3974,30.89,33,1,6.28,US,1691388708
516,taltal,-25.4,-25.4,16.75,69,2,1.35,CL,1691388709
517,shalkar,47.8288,47.8288,28.11,39,0,6.63,KZ,1691388710
518,tocopilla,-22.092,-22.092,18.22,67,1,1.84,CL,1691388711
519,skovorodino,53.9833,53.9833,28.18,32,100,1.36,RU,1691388711
520,owase,34.0667,34.0667,27.9,86,97,3.35,JP,1691388712
521,sinop,41.7711,41.7711,25.24,51,0,1.66,TR,1691388713
522,glubokoye,50.1456,50.1456,24.86,53,75,3.0,KZ,1691388713
523,kaga bandoro,6.9896,6.9896,21.55,93,100,0.23,CF,1691388714
524,mil'kovo,55.6078,55.6078,26.22,62,0,6.31,RU,1691388715
525,mugia,43.1041,43.1041,17.17,75,3,10.0,ES,1691388716
526,tobruk,32.0836,32.0836,26.77,65,17,4.59,LY,1691388717
527,guanhaes,-18.775,-18.775,11.81,89,0,1.31,BR,1691388717
528,shimonoseki,33.95,33.95,31.83,70,57,7.75,JP,1691388651
529,chonchi,-42.6128,-42.6128,0.62,95,54,0.18,CL,1691388718
530,alexandria,31.2156,31.2156,28.17,70,0,3.38,EG,1691388719
531,pontianak,-0.0333,-0.0333,29.99,66,75,3.09,ID,1691388238
532,bang pakong,13.543,13.543,32.32,56,100,4.96,TH,1691388720
533,el burgo de osma,41.5862,41.5862,12.3,44,10,2.19,ES,1691388721
534,cobourg,50.2667,50.2667,13.92,97,100,2.24,DE,1691388722
535,carqueiranne,43.0953,43.0953,20.76,39,0,2.06,FR,1691388723
536,marand,38.4329,38.4329,29.24,29,21,1.65,IR,1691388723
537,sungailiat,-1.85,-1.85,30.09,64,76,5.41,ID,1691388724
538,dursunbey,39.586,39.586,24.5,45,0,0.96,TR,1691388725
539,saint-francois,46.4154,46.4154,11.69,100,0,0.0,FR,1691388725
540,bamor kalan,24.9,24.9,29.42,67,88,8.74,IN,1691388486
541,luanda,-8.8368,-8.8368,20.94,78,100,1.74,AO,1691388594
542,seymour,38.9592,38.9592,22.16,91,56,2.68,US,1691388727
543,alice springs,-23.7,-23.7,21.75,24,0,2.57,AU,1691388728
544,okmulgee,35.6234,35.6234,26.32,83,75,3.43,US,1691388729
545,haicheng,40.8516,40.8516,27.03,61,26,4.7,CN,1691388730
546,kalevala,65.2,65.2,18.98,68,67,5.76,RU,1691388730
547,saint-joseph,-21.3667,-21.3667,23.59,62,17,5.97,RE,1691388731
548,dryden,49.7833,49.7833,17.16,72,0,3.09,CA,1691388732
549,moral de calatrava,38.7919,38.7919,20.88,50,0,1.74,ES,1691388733
550,broome,42.2506,42.2506,22.01,83,75,3.6,US,1691388733
551,san martin de valdeiglesias,40.3623,40.3623,20.92,29,0,2.29,ES,1691388734
552,rustington,50.8103,50.8103,14.5,91,2,3.36,GB,1691388735
553,lorengau,-2.0226,-2.0226,28.05,69,97,7.65,PG,1691388736
554,xinqing,48.2333,48.2333,25.82,34,86,4.89,CN,1691388737
555,ponnani,10.767,10.767,29.62,70,69,5.05,IN,1691388738
556,brumado,-14.2036,-14.2036,17.95,82,0,2.33,BR,1691388740
557,bokhan,53.153,53.153,23.18,63,83,2.73,RU,1691388740
558,babu,24.4167,24.4167,32.88,63,55,1.79,CN,1691388741
559,yulinshi,38.2906,38.2906,29.15,38,40,8.14,CN,1691388742
560,tottenham,-32.2333,-32.2333,19.08,38,11,1.22,AU,1691388744
561,gokwe,-18.2048,-18.2048,15.14,66,6,3.07,ZW,1691388744
562,dunay,42.8803,42.8803,18.81,82,97,4.38,RU,1691388745
563,chos malal,-37.3781,-37.3781,8.14,55,0,1.73,AR,1691388746
564,springbok,-29.6643,-29.6643,12.13,41,0,1.76,ZA,1691388746
565,najibabad,29.6333,29.6333,32.31,64,20,4.69,IN,1691388747
566,parun,35.4207,35.4207,19.15,35,0,2.22,AF,1691388748
567,betio village,1.358,1.358,30.02,75,80,2.44,KI,1691388748
568,coquimbo,-29.9533,-29.9533,11.85,76,0,3.09,CL,1691388749
569,sandnessjoen,66.0217,66.0217,13.06,82,75,6.17,NO,1691388751
570,rio grande,-32.035,-32.035,19.97,94,86,8.44,BR,1691388751
571,ambatondrazaka,-17.8333,-17.8333,18.56,70,65,3.12,MG,1691388752
572,zhangjiakou,40.81,40.81,28.92,60,54,4.06,CN,1691388753
573,xiantao,30.3833,30.3833,33.72,64,26,3.3,CN,1691388754
574,tanjay,9.5153,9.5153,34.01,70,70,6.81,PH,1691388754
575,dipayal,29.2608,29.2608,29.54,76,88,1.48,NP,1691388755
576,nabire,-3.3667,-3.3667,29.93,60,65,1.84,ID,1691388612
577,camacupa,-12.0167,-12.0167,11.95,49,0,2.08,AO,1691388756
578,hobyo,5.3505,5.3505,27.33,66,22,11.62,SO,1691388757
579,takoradi,4.8845,4.8845,23.71,91,94,2.87,GH,1691388659
580,brookings,44.3114,44.3114,17.88,98,0,1.54,US,1691388758
